"","sample_name","fastq_fwd_file_name","fastq_rev_file_name","sample_type","host_phylum","host_class","host_order","host_family","host_genus","host_species","coral species","collection_latitude","collection_longitude","collection_date","collection_depth","coral_tag","site_name","Sequencing_run","expedition","ID","Disturbance","Disturbance_cat","El_nino","ID2","Porites_compare","DisturbanceFish","...27"
"388","1089_2017","229_S229_L001_run4_R1_001.fastq.gz","229_S229_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2017 July","10-12 m","1089",34,"run4","2017",2411,1212.82818968762,"Medium","After",1848,"NA",1212.82818968762,NA
"389","110_2018","110-2018_S79_L001_R1_001.fastq.gz","110-2018_S79_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","43278","10-12 m","1089",34,"Starko_Shedd","2018",70,1212.82818968762,"Medium","After",1849,"NA",1212.82818968762,NA
"390","175_2019","175-2019_S274_L001_R1_001.fastq.gz","175-2019_S274_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","43669","10-12 m","1089",34,"Starko_Shedd","2019",283,1212.82818968762,"Medium","After",1850,"NA",1212.82818968762,NA
"391","1089_2016b","c-376_S376_L001_R1_001.fastq.gz","c-376_S376_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2016 November","10-12 m","1089",34,"run3","2016b",2259,1212.82818968762,"Medium","After",1851,"NA",1212.82818968762,NA
"392","1093_2017","36_S36_L001_run4_R1_001.fastq.gz","36_S36_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2017 July","10-12 m","1093",5,"run4","2017",2556,0,"Very Low","After",231,"NA",0,NA
"393","40_2018","40-2018_S35_L001_R1_001.fastq.gz","40-2018_S35_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","43274","10-12 m","1093",5,"Starko_Shedd","2018",35,0,"Very Low","After",232,"NA",0,NA
"394","160_2019","160-2019_S264_L001_R1_001.fastq.gz","160-2019_S264_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","43668","10-12 m","1093",5,"Starko_Shedd","2019",274,0,"Very Low","After",233,"NA",0,NA
"395","1096_2017","39_S39_L001_run4_R1_001.fastq.gz","39_S39_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","2017 July","10-12 m","1096",5,"run4","2017",2584,0,"Very Low","After",234,"NA",0,NA
"396","149_2019","149-2019_S259_L001_R1_001.fastq.gz","149-2019_S259_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","poritidae","Platygyra","sp","Platygyra sp","1.83982 N","157.48058 W","43668","10-12 m","1096",5,"Starko_Shedd","2019",269,0,"Very Low","After",349,"NA",0,NA
"397","89_2018","89-2018_S70_L001_R1_001.fastq.gz","89-2018_S70_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.04969 N","157.48590 W","43278","10-12 m","1105",25,"Starko_Shedd","2018",77,1616.72393677079,"Medium","After",974,"NA",1616.72393677079,NA
"398","KI17FQ59","362_S362_L001_run4_R1_001.fastq.gz","362_S362_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.04969 N","157.48590 W","2017 July","10-12 m","1105",25,"run4","2017",2559,1616.72393677079,"Medium","After",973,"NA",1616.72393677079,NA
"399","1105_2017","59_S59_L001_run4_R1_001.fastq.gz","59_S59_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","2.04969 N","157.48590 W","2017 July","10-12 m","1105",25,"run4","2017",2606,1616.72393677079,"Medium","After",978,"NA",1616.72393677079,NA
"400","1107_2017","61_S61_L001_run4_R1_001.fastq.gz","61_S61_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.04969 N","157.48590 W","2017 July","10-12 m","1107",25,"run4","2017",2609,1616.72393677079,"Medium","After",1018,"NA",1616.72393677079,NA
"401","85_2018","85-2018_S67_L001_R1_001.fastq.gz","85-2018_S67_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.04969 N","157.48590 W","43278","10-12 m","1107",25,"Starko_Shedd","2018",74,1616.72393677079,"Medium","After",1019,"NA",1616.72393677079,NA
"402","57_2019","57-2019_S213_L001_R1_001.fastq.gz","57-2019_S213_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.04969 N","157.48590 W","43666","10-12 m","1107",25,"Starko_Shedd","2019",223,1616.72393677079,"Medium","After",1020,"NA",1616.72393677079,NA
"403","1109_2017","63_S63_L001_run4_R1_001.fastq.gz","63_S63_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.04969 N","157.48590 W","2017 July","10-12 m","1109",25,"run4","2017",2611,1616.72393677079,"Medium","After",1021,"NA",1616.72393677079,NA
"404","1111_2017","66_S66_L001_run4_R1_001.fastq.gz","66_S66_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.05162 N","157.45544 W","2017 July","10-12 m","1111",3,"run4","2017",2614,808.552126458412,"Low","After",75,"NA",808.552126458412,NA
"405","1116_2017","115_S115_L001_run4_R1_001.fastq.gz","115_S115_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2017 July","10-12 m","1116",8,"run4","2017",2286,1212.82818968762,"Medium","After",484,"NA",1213,NA
"406","2_2018","2-2018_S2_L001_R1_001.fastq.gz","2-2018_S2_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","43272","10-12 m","1116",8,"Starko_Shedd","2018",5,1212.82818968762,"Medium","After",485,"NA",1213,NA
"407","2_2019","2-2019_S170_L001_R1_001.fastq.gz","2-2019_S170_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","43664","10-12 m","1116",8,"Starko_Shedd","2019",189,1212.82818968762,"Medium","After",486,"NA",1213,NA
"408","1119_2017","118_S118_L001_run4_R1_001.fastq.gz","118_S118_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","1.88600 N","157.55200 W","2017 July","10-12 m","1119",8,"run4","2017",2289,1212.82818968762,"Medium","After",395,"NA",1213,NA
"409","1120_2017","119_S119_L001_run4_R1_001.fastq.gz","119_S119_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2017 July","10-12 m","1120",8,"run4","2017",2290,1212.82818968762,"Medium","After",487,"NA",1213,NA
"410","11_2019","11-2019_S179_L001_R1_001.fastq.gz","11-2019_S179_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","43664","10-12 m","1120",8,"Starko_Shedd","2019",180,1212.82818968762,"Medium","After",488,"NA",1213,NA
"411","1121_2017","122_S122_L001_run4_R1_001.fastq.gz","122_S122_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2017 July","10-12 m","1121",8,"run4","2017",2294,1212.82818968762,"Medium","After",489,"NA",1213,NA
"412","1122_2017","123_S123_L001_run4_R1_001.fastq.gz","123_S123_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2017 July","10-12 m","1122",8,"run4","2017",2295,1212.82818968762,"Medium","After",490,"NA",1213,NA
"413","11_2018","11-2018_S9_L001_R1_001.fastq.gz","11-2018_S9_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","43272","10-12 m","1122",8,"Starko_Shedd","2018",3,1212.82818968762,"Medium","After",491,"NA",1213,NA
"414","302_2019","302-2019_S364_L001_R1_001.fastq.gz","302-2019_S364_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","43675","10-12 m","1122",8,"Starko_Shedd","2019",375,1212.82818968762,"Medium","After",492,"NA",1213,NA
"415","139_2018","139-2018_S100_L001_R1_001.fastq.gz","139-2018_S100_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.88600 N","157.55200 W","43279","10-12 m","1124",8,"Starko_Shedd","2018",101,1212.82818968762,"Medium","After",388,"NA",1213,NA
"416","1_2019","1-2019_S169_L001_R1_001.fastq.gz","1-2019_S169_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","1.88600 N","157.55200 W","43664","10-12 m","1124",8,"Starko_Shedd","2019",178,1212.82818968762,"Medium","After",397,"NA",1213,NA
"417","1124_2017","125_S125_L001_run4_R1_001.fastq.gz","125_S125_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","1.88600 N","157.55200 W","2017 July","10-12 m","1124",8,"run4","2017",2297,1212.82818968762,"Medium","After",396,"NA",1213,NA
"418","1125_2017","126_S126_L001_run4_R1_001.fastq.gz","126_S126_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2017 July","10-12 m","1125",8,"run4","2017",2298,1212.82818968762,"Medium","After",493,"NA",1213,NA
"419","305_2019","305-2019_S366_L001_R1_001.fastq.gz","305-2019_S366_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","43675","10-12 m","1125",8,"Starko_Shedd","2019",377,1212.82818968762,"Medium","After",494,"NA",1213,NA
"420","1127_2017","129_S129_L001_run4_R1_001.fastq.gz","129_S129_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2017 July","10-12 m","1127",8,"run4","2017",2301,1212.82818968762,"Medium","After",495,"NA",1213,NA
"421","3_2018","3-2018_S3_L001_R1_001.fastq.gz","3-2018_S3_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","43272","10-12 m","1127",8,"Starko_Shedd","2018",6,1212.82818968762,"Medium","After",496,"NA",1213,NA
"422","10_2019","10-2019_S178_L001_R1_001.fastq.gz","10-2019_S178_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","43664","10-12 m","1127",8,"Starko_Shedd","2019",179,1212.82818968762,"Medium","After",497,"NA",1213,NA
"423","1130_2017","132_S132_L001_run4_R1_001.fastq.gz","132_S132_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2017 July","10-12 m","1130",8,"run4","2017",2305,1212.82818968762,"Medium","After",498,"NA",1213,NA
"424","1131_2017","133_S133_L001_run4_R1_001.fastq.gz","133_S133_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","2017 July","10-12 m","1131",8,"run4","2017",2306,1212.82818968762,"Medium","After",499,"NA",1213,NA
"425","12_2019","12-2019_S180_L001_R1_001.fastq.gz","12-2019_S180_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","43664","10-12 m","1131",8,"Starko_Shedd","2019",181,1212.82818968762,"Medium","After",500,"NA",1213,NA
"426","1133_2017","135_S135_L001_run4_R1_001.fastq.gz","135_S135_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","2017 July","10-12 m","1133",35,"run4","2017",2308,1212.82818968762,"Medium","After",2126,"NA",1212.82818968762,NA
"427","215_2019","215-2019_S306_L001_R1_001.fastq.gz","215-2019_S306_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.89428 N","157.54276 W","43671","10-12 m","1134",35,"Starko_Shedd","2019",316,1212.82818968762,"Medium","After",2028,"NA",1212.82818968762,NA
"428","1134_2017","136_S136_L001_run4_R1_001.fastq.gz","136_S136_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","1.89428 N","157.54276 W","2017 July","10-12 m","1134",35,"run4","2017",2309,1212.82818968762,"Medium","After",2034,"NA",1212.82818968762,NA
"429","1135_2017","137_S137_L001_run4_R1_001.fastq.gz","137_S137_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","2017 July","10-12 m","1135",35,"run4","2017",2310,1212.82818968762,"Medium","After",2127,"NA",1212.82818968762,NA
"430","1_2018","1-2018_S1_L001_R1_001.fastq.gz","1-2018_S1_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","43272","10-12 m","1135",35,"Starko_Shedd","2018",1,1212.82818968762,"Medium","After",2128,"NA",1212.82818968762,NA
"431","1140_2017","142_S142_L001_run4_R1_001.fastq.gz","142_S142_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","2017 July","10-12 m","1140",35,"run4","2017",2316,1212.82818968762,"Medium","After",2129,"NA",1212.82818968762,NA
"432","150_2018","150-2018_S110_L001_R1_001.fastq.gz","150-2018_S110_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","43280","10-12 m","1140",35,"Starko_Shedd","2018",111,1212.82818968762,"Medium","After",2130,"NA",1212.82818968762,NA
"433","213_2019","213-2019_S304_L001_R1_001.fastq.gz","213-2019_S304_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","43671","10-12 m","1140",35,"Starko_Shedd","2019",314,1212.82818968762,"Medium","After",2131,"NA",1212.82818968762,NA
"434","1141_2017","143_S143_L001_run4_R1_001.fastq.gz","143_S143_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","2017 July","10-12 m","1141",35,"run4","2017",2317,1212.82818968762,"Medium","After",2132,"NA",1212.82818968762,NA
"435","1154_2017","161_S161_L001_run4_R1_001.fastq.gz","161_S161_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.04969 N","157.48590 W","2017 July","10-12 m","1154",25,"run4","2017",2336,1616.72393677079,"Medium","After",1022,"NA",1616.72393677079,NA
"436","1157_2017","164_S164_L001_run4_R1_001.fastq.gz","164_S164_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.04969 N","157.48590 W","2017 July","10-12 m","1157",25,"run4","2017",2339,1616.72393677079,"Medium","After",1023,"NA",1616.72393677079,NA
"437","1158_2017","165_S165_L001_run4_R1_001.fastq.gz","165_S165_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.04969 N","157.48590 W","2017 July","10-12 m","1158",25,"run4","2017",2340,1616.72393677079,"Medium","After",1024,"NA",1616.72393677079,NA
"438","1161_2017","168_S168_L001_run4_R1_001.fastq.gz","168_S168_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.04969 N","157.48590 W","2017 July","10-12 m","1161",25,"run4","2017",2343,1616.72393677079,"Medium","After",1025,"NA",1616.72393677079,NA
"439","1163_2017","170_S170_L001_run4_R1_001.fastq.gz","170_S170_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.04969 N","157.48590 W","2017 July","10-12 m","1163",25,"run4","2017",2346,1616.72393677079,"Medium","After",1026,"NA",1616.72393677079,NA
"440","1164_2017","171_S171_L001_run4_R1_001.fastq.gz","171_S171_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.04969 N","157.48590 W","2017 July","10-12 m","1164",25,"run4","2017",2347,1616.72393677079,"Medium","After",1027,"NA",1616.72393677079,NA
"441","1165_2017","172_S172_L001_run4_R1_001.fastq.gz","172_S172_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.04969 N","157.48590 W","2017 July","10-12 m","1165",25,"run4","2017",2348,1616.72393677079,"Medium","After",1028,"NA",1616.72393677079,NA
"442","1167_2017","176_S176_L001_run4_R1_001.fastq.gz","176_S176_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","2017 July","10-12 m","1167",30,"run4","2017",2352,5085.684783,"Very High","After",1376,"NA",2021,NA
"443","241_2018","241-2018_S159_L001_R1_001.fastq.gz","241-2018_S159_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","43283","10-12 m","1167",30,"Starko_Shedd","2018",168,5085.684783,"Very High","After",1377,"NA",2021,NA
"444","256_2019","256-2019_S338_L001_R1_001.fastq.gz","256-2019_S338_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","43673","10-12 m","1167",30,"Starko_Shedd","2019",349,5085.684783,"Very High","After",1378,"NA",2021,NA
"445","1169_2017","178_S178_L001_run4_R1_001.fastq.gz","178_S178_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","2017 July","10-12 m","1169",30,"run4","2017",2354,5085.684783,"Very High","After",1379,"NA",2021,NA
"446","248_2018","248-2018_S164_L001_R1_001.fastq.gz","248-2018_S164_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","43283","10-12 m","1169",30,"Starko_Shedd","2018",173,5085.684783,"Very High","After",1380,"NA",2021,NA
"447","261_2019","261-2019_S342_L001_R1_001.fastq.gz","261-2019_S342_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","43673","10-12 m","1169",30,"Starko_Shedd","2019",353,5085.684783,"Very High","After",1381,"NA",2021,NA
"448","1171_2017","180_S180_L001_run4_R1_001.fastq.gz","180_S180_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","2017 July","10-12 m","1171",30,"run4","2017",2357,5085.684783,"Very High","After",1382,"NA",2021,NA
"449","268_2019","268-2019_S348_L001_R1_001.fastq.gz","268-2019_S348_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","43673","10-12 m","1171",30,"Starko_Shedd","2019",359,5085.684783,"Very High","After",1383,"NA",2021,NA
"450","1176_2017","188_S188_L001_run4_R1_001.fastq.gz","188_S188_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","2017 July","10-12 m","1176",30,"run4","2017",2365,5085.684783,"Very High","After",1384,"NA",2021,NA
"451","1178_2017","190_S190_L001_run4_R1_001.fastq.gz","190_S190_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","2017 July","10-12 m","1178",30,"run4","2017",2368,5085.684783,"Very High","After",1385,"NA",2021,NA
"452","245_2018","245-2018_S161_L001_R1_001.fastq.gz","245-2018_S161_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","43283","10-12 m","1178",30,"Starko_Shedd","2018",170,5085.684783,"Very High","After",1386,"NA",2021,NA
"453","255_2019","255-2019_S337_L001_R1_001.fastq.gz","255-2019_S337_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","43673","10-12 m","1178",30,"Starko_Shedd","2019",348,5085.684783,"Very High","After",1387,"NA",2021,NA
"454","1184_2017","196_S196_L001_run4_R1_001.fastq.gz","196_S196_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","2017 July","10-12 m","1184",30,"run4","2017",2374,5085.684783,"Very High","After",1388,"NA",2021,NA
"455","249_2018","249-2018_S165_L001_R1_001.fastq.gz","249-2018_S165_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","43283","10-12 m","1184",30,"Starko_Shedd","2018",174,5085.684783,"Very High","After",1389,"NA",2021,NA
"456","259_2019","259-2019_S341_L001_R1_001.fastq.gz","259-2019_S341_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.02555 N","157.49788 W","43673","10-12 m","1184",30,"Starko_Shedd","2019",352,5085.684783,"Very High","After",1390,"NA",2021,NA
"457","244_2018","244-2018_S160_L001_R1_001.fastq.gz","244-2018_S160_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.02555 N","157.49788 W","43283","10-12 m","1186",30,"Starko_Shedd","2018",169,5085.684783,"Very High","After",1313,"NA",2021,NA
"458","246_2019","246-2019_S330_L001_R1_001.fastq.gz","246-2019_S330_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.02555 N","157.49788 W","43673","10-12 m","1186",30,"Starko_Shedd","2019",341,5085.684783,"Very High","After",1314,"NA",2021,NA
"459","1186_2017","198_S198_L001_run4_R1_001.fastq.gz","198_S198_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","2.02555 N","157.49788 W","2017 July","10-12 m","1186",30,"run4","2017",2376,5085.684783,"Very High","After",1319,"NA",2021,NA
"460","237_2019","237-2019_S321_L001_R1_001.fastq.gz","237-2019_S321_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.53465 W","43672","10-12 m","1191",32,"Starko_Shedd","2019",332,4860.74570191682,"Very High","After",1571,"NA",3638.10425291682,NA
"461","13_2018","13-2018_S11_L001_R1_001.fastq.gz","13-2018_S11_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.53465 W","43273","10-12 m","1191",32,"Starko_Shedd","2018",11,4860.74570191682,"Very High","After",1703,"NA",3638.10425291682,NA
"462","1191_2017","219_S219_L001_run4_R1_001.fastq.gz","219_S219_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","1.91002 N","157.53465 W","2017 July","10-12 m","1191",32,"run4","2017",2400,4860.74570191682,"Very High","After",1581,"NA",3638.10425291682,NA
"463","1192_2017","220_S220_L001_run4_R1_001.fastq.gz","220_S220_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2017 July","10-12 m","1192",34,"run4","2017",2402,1212.82818968762,"Medium","After",1852,"NA",1212.82818968762,NA
"464","191_2019","191-2019_S290_L001_R1_001.fastq.gz","191-2019_S290_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","43669","10-12 m","1192",34,"Starko_Shedd","2019",299,1212.82818968762,"Medium","After",1853,"NA",1212.82818968762,NA
"465","1196_2017","232_S232_L001_run4_R1_001.fastq.gz","232_S232_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2017 July","10-12 m","1196",34,"run4","2017",2415,1212.82818968762,"Medium","After",1854,"NA",1212.82818968762,NA
"466","200_2018","200-2018_S138_L001_R1_001.fastq.gz","200-2018_S138_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","43281","10-12 m","1196",34,"Starko_Shedd","2018",141,1212.82818968762,"Medium","After",1855,"NA",1212.82818968762,NA
"467","186_2019","186-2019_S285_L001_R1_001.fastq.gz","186-2019_S285_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","43669","10-12 m","1196",34,"Starko_Shedd","2019",294,1212.82818968762,"Medium","After",1856,"NA",1212.82818968762,NA
