SampleID	InputFileName	CoralTag	SampleType	Year	TubeNumber	Coral_Species	Site	Status	Year_Pre_Post
KI16aFSYM221	KI16aFSYM221.fasta	1009	coral	2016March	221	Favites_pentagona	37	alive	2016March
KI16aFSYM223	KI16aFSYM223.fasta	1011	coral	2016March	223	Platygyra_sp	37	alive	2016March
KI16aFSYM225	KI16aFSYM225.fasta	1013	coral	2016March	225	Platygyra_sp	37	alive	2016March
KI16aFSYM229	KI16aFSYM229.fasta	1017	coral	2016March	229	Platygyra_sp	37	alive	2016March
KI16aFSYM212	KI16aFSYM212.fasta	1020	coral	2016March	212	Platygyra_sp	37	alive	2016March
KI16aFSYM214	KI16aFSYM214.fasta	1022	coral	2016March	214	Platygyra_sp	37	alive	2016March
KI16aFSYM215	KI16aFSYM215.fasta	1023	coral	2016March	215	Platygyra_sp	37	alive	2016March
KI16aFSYM231	KI16aFSYM231.fasta	1024	coral	2016March	231	Platygyra_sp	37	alive	2016March
KI16aFSYM235	KI16aFSYM235.fasta	1028	coral	2016March	235	Platygyra_sp	37	alive	2016March
KI16aFSYM237	KI16aFSYM237.fasta	1030	coral	2016March	237	Platygyra_sp	37	alive	2016March
KI16aFSYM238	KI16aFSYM238.fasta	1031	coral	2016March	238	Platygyra_sp	37	alive	2016March
KI16aFSYM239	KI16aFSYM239.fasta	1032	coral	2016March	239	Favites_pentagona	37	alive	2016March
KI16aFSYM256	KI16aFSYM256.fasta	1033	coral	2016March	256	Favites_pentagona	40	alive	2016March
KI16aFSYM259	KI16aFSYM259.fasta	1034	coral	2016March	259	Favites_pentagona	40	alive	2016March
KI16aFSYM260	KI16aFSYM260.fasta	1035	coral	2016March	260	Platygyra_sp	40	alive	2016March
KI16aFSYM261	KI16aFSYM261.fasta	1036	coral	2016March	261	Platygyra_sp	40	alive	2016March
KI16aFSYM262	KI16aFSYM262.fasta	1037	coral	2016March	262	Favites_pentagona	40	alive	2016March
KI16aFSYM264	KI16aFSYM264.fasta	1040	coral	2016March	264	Platygyra_sp	40	alive	2016March
KI16aFSYM265	KI16aFSYM265.fasta	1049	coral	2016March	265	Platygyra_sp	40	alive	2016March
KI16aFSYM266	KI16aFSYM266.fasta	1050	coral	2016March	266	Favites_pentagona	40	alive	2016March
KI16aFSYM272	KI16aFSYM272.fasta	1055	coral	2016March	272	Platygyra_sp	40	alive	2016March
KI16aFSYM273	KI16aFSYM273.fasta	1056	coral	2016March	273	Favites_pentagona	40	alive	2016March
KI15cFSYM428	KI15cFSYM428.fasta	410_893	coral	2015July	428	Platygyra_sp	25	UK	2015July
KI15cFSYM427	KI15cFSYM427.fasta	412_892	coral	2015July	427	Favites_pentagona	25	UK	2015July
KI14FSYM497	KI14FSYM497.fasta	497_745	coral	2014	497	Favites_pentagona	32	alive	2014
KI15bFSYM194	KI15bFSYM194.fasta	497_745	coral	2015May	194	Favites_pentagona	32	alive	2015May
KI16aFSYM006	KI16aFSYM006.fasta	497_745	coral	2016March	6	Favites_pentagona	32	alive	2016March
KI16aFSYM017	KI16aFSYM017.fasta	754_899	coral	2016March	17	Platygyra_sp	32	alive	2016March
