"Field.Season","Site","Quadrat","adj.total.points.quadrat","Cover","Bleached","Substrate","Species","Fish.Level","Field.Season.Cat","adj.total.points.site"
"KI2015c","site35","Q56.8",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q11.6",99,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q15.8",100,4,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q13.1",98,2,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q15.8",100,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q21.3",100,1,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q35.2",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q36.8",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q17.4",97,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q19.1",99,2,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q58.2",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q2.2",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q24.6",100,1,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q24.8",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q47.2",99,4,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q4.8",99,1,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q49.9",98,2,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q50.3",100,1,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q52.2",100,3,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q2.2",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q24.6",100,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q24.8",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q35.2",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q17.4",97,2,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q2.2",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q24.6",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q8.9",99,4,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q35.2",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q36.8",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q38.8",96,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q46.6",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q7.3",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q7.9",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q8.9",99,2,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q21.3",100,5,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q19.1",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q21.3",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q2.2",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q24.6",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q24.8",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q38.8",96,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q4.3",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q44.7",94,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q35.2",99,2,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q36.8",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q38.8",96,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q42.5",99,2,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q4.3",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q14.5",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q56.8",99,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q58.2",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q7.3",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q7.9",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q42.5",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q47.2",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q4.8",99,1,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q49.9",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q50.3",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q52.2",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q4.3",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q44.7",94,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q46.6",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q19.1",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q21.3",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q42.5",99,2,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q46.6",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q47.2",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q44.7",94,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q36.8",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q38.8",96,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q42.5",99,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q4.3",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q11.6",99,7,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q13.1",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q50.3",100,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q52.2",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q54.5",94,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q55.8",96,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q13.1",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q14.5",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q15.8",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q17.4",97,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q4.8",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q49.9",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q50.3",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q47.2",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q4.8",99,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q49.9",98,3,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q54.5",94,11,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q55.8",96,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q56.8",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q58.2",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q7.3",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q52.2",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q54.5",94,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q55.8",96,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q56.8",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q58.2",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q44.7",94,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q46.6",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2860
"KI2015c","site35","Q11.6",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q7.3",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q7.9",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q8.9",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q7.9",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site35","Q8.9",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2860
"KI2015c","site8","Q24.6",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q11.6",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q46.6",96,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q15.8",100,1,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q17.4",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q19.1",99,6,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q21.3",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q2.2",99,1,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q38.8",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q42.2",97,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q46.6",96,16,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q24.8",99,7,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q11.6",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q13.1",98,1,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q14.5",93,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q15.8",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q17.4",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q19.1",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q21.3",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q2.2",99,1,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q24.6",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q38.8",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q42.2",97,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q47.2",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q13.1",98,5,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q14.5",93,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q15.8",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q47.2",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q4.8",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q14.5",93,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q58.2",97,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q7.3",97,2,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q7.9",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q26.4",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q35.2",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q36.8",97,3,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q42.5",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q4.3",96,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q44.7",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q21.3",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q2.2",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q24.8",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q26.4",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q35.2",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q36.8",97,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q42.5",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q4.3",96,2,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q44.7",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q4.8",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q49.9",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q50.3",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q58.2",97,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q7.3",97,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q11.6",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q13.1",98,8,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q46.6",96,4,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q49.9",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q50.3",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q52.2",95,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q54.6",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q56.4",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q8.9",97,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q47.2",100,2,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q11.6",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q13.1",98,2,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q14.5",93,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q15.8",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q17.4",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q19.1",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q24.6",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q24.8",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q26.4",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q35.2",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q36.8",97,1,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q52.2",95,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q54.6",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q56.4",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q42.2",97,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q44.7",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q7.9",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q8.9",97,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q17.4",98,5,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q19.1",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q21.3",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q2.2",99,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q24.6",99,2,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q24.8",99,2,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q26.4",100,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q35.2",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q36.8",97,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q38.8",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q42.5",99,3,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q4.3",96,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","EarlyEN",2943
"KI2015c","site8","Q38.8",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q42.2",97,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q42.5",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q4.8",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q49.9",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q50.3",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q52.2",95,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q54.6",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q56.4",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q58.2",97,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q7.3",97,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q7.9",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q8.9",97,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q44.7",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q46.6",96,2,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q47.2",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q4.3",96,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q4.8",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q49.9",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q50.3",100,1,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q52.2",95,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q58.2",97,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q54.6",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q56.4",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q7.3",97,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q8.9",97,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015c","site8","Q7.9",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","EarlyEN",2943
"KI2015d","site35","Q4",100,1,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",884
"KI2015d","site35","Q2",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",884
"KI2015d","site35","Q3",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",884
"KI2015d","site35","Q1",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",884
"KI2015d","site35","Q9",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",884
"KI2015d","site35","Q1",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",884
"KI2015d","site35","Q2",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",884
"KI2015d","site35","Q1",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",884
"KI2015d","site35","Q2",98,1,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",884
"KI2015d","site35","Q3",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",884
"KI2015d","site35","Q4",100,2,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",884
"KI2015d","site35","Q5",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",884
"KI2015d","site35","Q6",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",884
