"Field.Season","Site","Quadrat","adj.total.points.quadrat","Cover","Bleached","Substrate","Species","Fish.Level","Field.Season.Cat","adj.total.points.site"
"KI2015d","site35","Q4",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",884
"KI2015d","site35","Q5",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",884
"KI2015d","site35","Q6",98,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",884
"KI2015d","site35","Q7",99,2,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",884
"KI2015d","site35","Q8",92,4,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",884
"KI2015d","site35","Q5",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",884
"KI2015d","site35","Q2",98,3,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",884
"KI2015d","site35","Q3",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",884
"KI2015d","site35","Q1",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",884
"KI2015d","site35","Q3",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",884
"KI2015d","site35","Q9",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",884
"KI2015d","site35","Q6",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",884
"KI2015d","site35","Q7",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",884
"KI2015d","site35","Q8",92,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",884
"KI2015d","site35","Q4",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",884
"KI2015d","site35","Q5",98,1,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",884
"KI2015d","site35","Q6",98,1,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",884
"KI2015d","site35","Q7",99,2,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",884
"KI2015d","site35","Q8",92,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",884
"KI2015d","site35","Q9",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",884
"KI2015d","site35","Q9",100,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",884
"KI2015d","site35","Q7",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",884
"KI2015d","site35","Q8",92,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",884
"KI2015d","site8","Q10",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q11",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q12",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q10",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q11",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q10",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q10",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q13",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q6",100,6,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q7",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q23",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q24",95,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q14",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q11",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q12",98,1,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q13",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q14",98,1,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q15",96,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q24",95,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q24",95,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q25",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q26",93,4,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q15",96,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q5",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q18",95,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q19",95,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q1",99,1,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q21",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q22",94,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q16",94,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q17",94,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q20",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q16",94,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q17",94,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q18",95,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q19",95,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q1",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q20",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q25",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q12",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q13",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q14",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q15",96,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q22",94,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q23",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q27",95,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q2",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q3",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q4",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q11",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q12",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q13",99,3,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q20",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q21",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q22",94,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q8",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q9",96,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q25",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q26",93,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q27",95,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q2",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q3",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q4",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q21",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q22",94,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q23",98,2,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q26",93,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q27",95,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q2",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q21",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q5",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q6",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q7",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q8",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q23",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q24",95,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q25",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q26",93,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q27",95,8,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q2",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q3",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q4",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q3",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q4",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q16",94,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q17",94,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q18",95,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q19",95,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q1",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q20",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q14",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q15",96,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q16",94,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q17",94,2,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q18",95,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q19",95,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q1",99,2,"Healthy","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q9",96,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","MidEN",2630
"KI2015d","site8","Q5",98,1,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q5",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q6",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q7",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q8",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q9",96,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q8",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q9",96,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q6",100,6,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2015d","site8","Q7",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","MidEN",2630
"KI2016a","site35","Q8.6",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q16.7",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q19.3",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q6.1",97,4,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q0.2",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q10.7",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q37.6",99,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q0.2",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q10.7",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q1.2",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q16.2",98,1,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q21.3",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q24.4",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q3.3",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q35.2",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q37.6",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q38.0",97,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q8.6",100,3,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q9.7",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q9.9",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q37.0",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q39.5",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q43.2",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q44.2",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q47.9",94,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q49.0",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q50.8",94,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q54.0",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q6.0",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q9.7",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q9.9",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q3.3",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q35.2",99,6,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q37.0",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q38.0",97,2,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q39.5",99,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q43.2",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q44.2",98,4,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q47.9",94,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q49.0",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q20.9",97,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q6.0",98,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q9.7",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q9.9",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q39.5",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q43.2",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q44.2",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q21.3",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q24.4",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q3.3",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q0.2",99,1,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q1.2",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q16.2",98,1,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q16.7",98,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q19.3",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q37.6",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q38.0",97,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q0.2",99,7,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q10.7",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q1.2",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q16.2",98,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q16.7",98,1,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q19.3",99,7,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q20.9",97,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q21.3",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q47.9",94,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q49.0",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q50.8",94,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q54.0",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q6.0",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q6.1",97,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q10.7",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q1.2",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q16.2",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q16.7",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q19.3",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q20.9",97,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q35.2",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q37.0",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q37.6",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q38.0",97,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q39.5",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q43.2",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q44.2",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q47.9",94,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q49.0",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q50.8",94,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q54.0",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q6.0",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q6.1",97,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q8.6",100,1,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q9.7",99,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site35","Q20.9",97,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q21.3",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q24.4",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q3.3",99,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q35.2",99,4,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q37.0",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q24.4",99,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q50.8",94,3,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q54.0",100,0,"Healthy","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q6.1",97,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q8.6",100,0,"Bleaching","HARD.CORAL","Platygyra.spp","Medium","LateEN",2560
"KI2016a","site35","Q9.9",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2560
"KI2016a","site8","Q21.3",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q35.2",92,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q16.7",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q20.9",97,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q19.3",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q3.3",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q3.3",100,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q39.5",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q20.9",97,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q19.3",98,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q37.0",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q37.6",99,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q38.0",97,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q39.5",98,0,"Bleaching","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q21.3",100,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
"KI2016a","site8","Q24.4",96,0,"Healthy","HARD.CORAL","Favites.pentagona","Medium","LateEN",2960
