"","denovo413","denovo3845","denovo3975","denovo2476","denovo1578","denovo3446","denovo3171","denovo2975","denovo4060","denovo2864","denovo3196","denovo5461","denovo2677","denovo4420","denovo145","denovo1562","denovo144","denovo2921","denovo1573","denovo1358","denovo5728","denovo1825","denovo2251","denovo4520","denovo149","denovo2049","denovo1037","denovo1283","denovo2863","denovo2616","denovo3099","denovo5808","denovo5228","denovo2962","denovo6057","denovo4335","denovo2966","denovo4457","denovo1458","denovo4848","denovo5803","denovo3632","denovo900","denovo4057","denovo6179","denovo3283","denovo5569","denovo2765","denovo4218","denovo4297","denovo3127","denovo3545"
"denovo5728",0.424028268551237,0.456081081081081,0.439344262295082,0.498349834983498,0.614617940199335,0.386440677966102,0.471760797342193,0.492592592592593,0.587591240875912,0.411371237458194,0.391585760517799,0.430604982206406,0.440559440559441,0.447811447811448,0.439024390243902,0.36271186440678,0.475862068965517,0.473154362416107,0.41156462585034,0.591304347826087,0,0.415807560137457,0.431654676258993,0.439024390243902,0.415282392026578,0.44336569579288,0.434782608695652,0.255172413793103,0.465703971119134,0.431578947368421,0.578313253012048,0.429487179487179,0.3584229390681,0.430034129692833,0.525291828793774,0.5,0.462068965517241,0.416949152542373,0.36026936026936,0.588628762541806,0.404040404040404,0.440397350993377,0.440677966101695,0.409090909090909,0.452380952380952,0.638888888888889,0.534136546184739,0.584717607973422,0.518382352941177,0.449180327868852,0.488805970149254,0.5546875
"denovo1825",0.347826086956522,0.363321799307958,0.412969283276451,0.431578947368421,0.572438162544169,0.350877192982456,0.379194630872483,0.48828125,0.571428571428571,0.375438596491228,0.414141414141414,0.39568345323741,0.34965034965035,0.36986301369863,0.442028985507246,0.383802816901408,0.407142857142857,0.366101694915254,0.253424657534247,0.578059071729958,0.415807560137457,0,0.370909090909091,0.365248226950355,0.363957597173145,0.391003460207612,0.370106761565836,0.388489208633093,0.426470588235294,0.405693950177936,0.56420233463035,0.358361774744027,0.350746268656716,0.381944444444444,0.543726235741445,0.404040404040404,0.408304498269896,0.38013698630137,0.448529411764706,0.539285714285714,0.250847457627119,0.381818181818182,0.104575163398693,0.346570397111913,0.348275862068965,0.604395604395604,0.55,0.568904593639576,0.433962264150943,0.377104377104377,0.501901140684411,0.530364372469636
"denovo2251",0.325842696629214,0.343971631205674,0.347517730496454,0.372262773722628,0.507246376811594,0.390070921985816,0.255892255892256,0.405405405405405,0.539923954372624,0.358974358974359,0.362369337979094,0.332075471698113,0.232974910394265,0.274305555555556,0.438661710037175,0.376306620209059,0.15,0.232394366197183,0.358695652173913,0.563559322033898,0.431654676258993,0.370909090909091,0,0.294326241134752,0.309608540925267,0.373287671232877,0.31294964028777,0.379928315412186,0.3984375,0.333333333333333,0.53515625,0.297202797202797,0.373188405797101,0.310469314079422,0.5,0.385135135135135,0.329749103942652,0.254295532646048,0.406130268199234,0.525547445255475,0.3584229390681,0.366666666666667,0.384892086330935,0.357933579335793,0.214285714285714,0.624548736462094,0.520491803278688,0.518115942028986,0.391143911439114,0.325174825174825,0.454545454545454,0.481171548117155
"denovo4520",0.353383458646617,0.355400696864111,0.389078498293515,0.438162544169611,0.534296028880866,0.391752577319588,0.32996632996633,0.451737451737452,0.52734375,0.37809187279152,0.388513513513513,0.36,0.287234042553192,0.338983050847458,0.402173913043478,0.362007168458781,0.36551724137931,0.305841924398626,0.37979094076655,0.549356223175966,0.439024390243902,0.365248226950355,0.294326241134752,0,0.334519572953737,0.375,0.338129496402878,0.388888888888889,0.397003745318352,0.381944444444444,0.562992125984252,0.345637583892617,0.319391634980989,0.368421052631579,0.455598455598456,0.39527027027027,0.402777777777778,0.307432432432433,0.437037037037037,0.518248175182482,0.356401384083045,0.374545454545455,0.388111888111888,0.428571428571428,0.299651567944251,0.596363636363636,0.502092050209205,0.509025270758123,0.425925925925926,0.349152542372881,0.511278195488722,0.474789915966387
"denovo149",0.307116104868914,0.380622837370242,0.349315068493151,0.433898305084746,0.506666666666667,0.352112676056338,0.351973684210526,0.424124513618677,0.596551724137931,0.448387096774193,0.424528301886793,0.376344086021505,0.315602836879433,0.348275862068965,0.444043321299639,0.412371134020619,0.344202898550725,0.325342465753425,0.348591549295775,0.5375,0.415282392026578,0.363957597173145,0.309608540925267,0.334519572953737,0,0.1513353115727,0.158959537572254,0.374149659863946,0.366037735849057,0.335740072202166,0.53875968992248,0.362459546925566,0.405498281786942,0.294326241134752,0.531496062992126,0.44375,0.383512544802867,0.353951890034364,0.416382252559727,0.508196721311475,0.348432055749129,0.364820846905538,0.386759581881533,0.357664233576642,0.31740614334471,0.633802816901408,0.524793388429752,0.536666666666667,0.379310344827586,0.310457516339869,0.490909090909091,0.454545454545454
"denovo2049",0.358974358974359,0.400673400673401,0.396666666666667,0.458471760797342,0.553054662379421,0.388316151202749,0.376205787781351,0.401515151515152,0.612244897959184,0.455696202531646,0.444444444444444,0.381118881118881,0.351535836177474,0.387959866220736,0.456140350877193,0.441471571906354,0.375886524822695,0.348993288590604,0.36551724137931,0.5625,0.44336569579288,0.391003460207612,0.373287671232877,0.375,0.1513353115727,0,0.164705882352941,0.392739273927393,0.399267399267399,0.36140350877193,0.555984555984556,0.372670807453416,0.443708609271523,0.354166666666667,0.532567049808429,0.44954128440367,0.409090909090909,0.363636363636364,0.47682119205298,0.533123028391167,0.382252559726962,0.400641025641026,0.412969283276451,0.407942238267148,0.332203389830508,0.628865979381443,0.526748971193416,0.553054662379421,0.41635687732342,0.366242038216561,0.524822695035461,0.471042471042471
"denovo1037",0.32319391634981,0.376306620209059,0.367697594501718,0.460481099656357,0.514950166112957,0.362989323843416,0.317880794701987,0.405511811023622,0.582191780821918,0.450980392156863,0.436708860759494,0.368231046931408,0.323741007194245,0.362068965517241,0.450909090909091,0.41522491349481,0.355311355311355,0.349480968858132,0.346428571428571,0.539748953974895,0.434782608695652,0.370106761565836,0.31294964028777,0.338129496402878,0.158959537572254,0.164705882352941,0,0.404761904761905,0.368421052631579,0.349090909090909,0.52734375,0.386581469648562,0.41522491349481,0.31294964028777,0.511811023622047,0.429022082018927,0.36231884057971,0.354166666666667,0.438356164383562,0.516339869281046,0.363957597173145,0.372168284789644,0.395759717314488,0.357933579335793,0.341379310344828,0.626334519572954,0.518828451882845,0.53156146179402,0.400763358778626,0.332236842105263,0.503676470588235,0.473895582329317
"denovo1283",0.402930402930403,0.376344086021505,0.355871886120996,0.452631578947368,0.579124579124579,0.276363636363636,0.427118644067797,0.465384615384615,0.569288389513109,0.327464788732394,0.291095890410959,0.423791821561338,0.389891696750903,0.418439716312057,0.42756183745583,0.243150684931507,0.406015037593985,0.432142857142857,0.359712230215827,0.557017543859649,0.255172413793103,0.388489208633093,0.379928315412186,0.388888888888889,0.374149659863946,0.392739273927393,0.404761904761905,0,0.460377358490566,0.380073800738007,0.55511811023622,0.382838283828383,0.215827338129496,0.354014598540146,0.476377952755905,0.450331125827815,0.405109489051095,0.414893617021277,0.367491166077739,0.537162162162162,0.370106761565836,0.389078498293515,0.410714285714286,0.381679389312977,0.402173913043478,0.573529411764706,0.560165975103734,0.558922558922559,0.492424242424242,0.384083044982699,0.511111111111111,0.526530612244898
"denovo2863",0.419230769230769,0.410714285714286,0.414285714285714,0.476190476190476,0.507462686567164,0.42910447761194,0.435714285714286,0.443983402489627,0.567901234567901,0.454887218045113,0.453571428571429,0.385767790262172,0.388059701492537,0.447272727272727,0.473880597014925,0.434306569343066,0.418250950570342,0.384892086330935,0.41726618705036,0.578703703703704,0.465703971119134,0.426470588235294,0.3984375,0.397003745318352,0.366037735849057,0.399267399267399,0.368421052631579,0.460377358490566,0,0.364661654135338,0.590163934426229,0.414285714285714,0.426356589147287,0.372262773722628,0.54356846473029,0.421985815602837,0.441947565543071,0.427007299270073,0.486590038314176,0.505660377358491,0.40072202166065,0.416058394160584,0.443223443223443,0.428571428571428,0.401459854014599,0.613545816733068,0.52,0.514925373134328,0.367588932806324,0.402135231316726,0.471311475409836,0.438818565400844
"denovo2616",0.343396226415094,0.378947368421053,0.342560553633218,0.453900709219858,0.490842490842491,0.420875420875421,0.36026936026936,0.407547169811321,0.576923076923077,0.425,0.402027027027027,0.368231046931408,0.346289752650177,0.370748299319728,0.456521739130435,0.388489208633093,0.360424028268551,0.358885017421603,0.381118881118881,0.586776859504132,0.431578947368421,0.405693950177936,0.333333333333333,0.381944444444444,0.335740072202166,0.36140350877193,0.349090909090909,0.380073800738007,0.364661654135338,0,0.556818181818182,0.346938775510204,0.375478927203065,0.204861111111111,0.527881040892193,0.396610169491525,0.385665529010239,0.371621621621622,0.47970479704797,0.485185185185185,0.383275261324042,0.365671641791045,0.382456140350877,0.390845070422535,0.360424028268551,0.619565217391304,0.56734693877551,0.494505494505494,0.395522388059701,0.35472972972973,0.473684210526316,0.45531914893617
"denovo3099",0.532188841201717,0.55984555984556,0.519685039370079,0.592156862745098,0.577868852459016,0.549618320610687,0.540740740740741,0.586206896551724,0.689655172413793,0.566801619433199,0.580152671755725,0.568,0.549407114624506,0.557251908396947,0.591836734693878,0.577689243027888,0.547619047619048,0.513725490196078,0.55859375,0.628318584070797,0.578313253012048,0.56420233463035,0.53515625,0.562992125984252,0.53875968992248,0.555984555984556,0.52734375,0.55511811023622,0.590163934426229,0.556818181818182,0,0.588461538461538,0.555555555555556,0.557312252964427,0.644366197183099,0.556363636363637,0.537313432835821,0.554716981132075,0.551867219917012,0.572614107883817,0.55859375,0.540084388185654,0.560311284046693,0.509881422924901,0.515873015873016,0.718518518518519,0.624413145539906,0.536885245901639,0.570212765957447,0.55,0.630081300813008,0.557692307692308
