Coral Tag # ,Coral Tag # All,Sample Type,Year,Tube Label,Coral Species,Site,Run
581,581,coral,2015 July,KI15cFSYM100,Favia matthaii,15,Run_6
583,583,coral,2015 Jan,KI15aFSYM032,Favites pentagona,15,Run_1
583,583,coral,2015 May,KI15bFSYM080,Favites pentagona,15,Run_1
583,583,coral,2015 July,KI15cFSYM101,Favites pentagona,15,Run_1
583,583,coral,2016 March,KI16aFSYM151,Favites pentagona,15,Run_1
587,587_1072,coral,2015 Jan,KI15aFSYM036,Hydnophora microconos,15,Run_3
587,587_1072,coral,2015 May,KI15bFSYM083,Hydnophora microconos,15,Run_3
587,587_1072,coral,2015 July,KI15cFSYM105,Hydnophora microconos,15,Run_3
587,587_1072,coral,2016 March,KI16aFSYM154,Hydnophora microconos,15,Run_3
587,587_1072,coral,2016 Nov,KI16bFSYM113,Hydnophora microconos,15,Run_3
587,587_1072,coral,2017,KI17FSYM308,Hydnophora microconos,15,Run_4
587,587_1072,coral,2017,KI17FQ308,Hydnophora microconos,15,Run_4
588,588,coral,2015 Jan,KI15aFSYM037,Favites pentagona,15,Run_1
588,588,coral,2015 May,KI15bFSYM084,Favites pentagona,15,Run_1
588,588,coral,2015 July,KI15cFSYM104,Favites pentagona,15,Run_1
588,588,coral,2016 March,KI16aFSYM153,Favites pentagona,15,Run_1
588,588_1227,coral,2016 Nov,KI16bFSYM112,Favites pentagona,15,Run_3
588,588,coral,2017,KI17FSYM309,Favites pentagona,15,Run_4
590,590,coral,2015 Jan,KI15aFSYM039,Hydnophora microconos,15,Run_3
590,590,coral,2015 May,KI15bFSYM087,Hydnophora microconos,15,Run_3
590,590,coral,2015 July,KI15cFSYM108,Hydnophora microconos,15,Run_3
590,590,coral,2016 March,KI16aFSYM157,Hydnophora microconos,15,Run_3
592,592,coral,2015 Jan,KI15aFSYM041,Favites pentagona,15,Run_1
592,592,coral,2015 May,KI15bFSYM088,Favites pentagona,15,Run_1
592,592,coral,2015 July,KI15cFSYM112,Favites pentagona,15,Run_1
592,592,coral,2016 March,KI16aFSYM155,Favites pentagona,15,Run_1
592,592,coral,2016 Nov,KI16bFSYM110,Favites pentagona,15,Run_3
592,592,coral,2017,KI17FSYM311,Favites pentagona,15,Run_4
594,594,coral,2015 Jan,KI15aFSYM043,Platygyra sp,15,Run_1
594,594,coral,2015 July,KI15cFSYM114,Platygyra sp,15,Run_1
594,594,coral,2016 March,KI16aFSYM158,Platygyra sp,15,Run_1
594,594,coral,2016 Nov,KI16bFSYM109,Platygyra sp,15,Run_3
594,594,coral,2017,KI17FSYM312,Platygyra sp,15,Run_4
595,595,coral,2015 Jan,KI15aFSYM044,Hydnophora microconos,15,Run_5
595,595,coral,2015 May,KI15bFSYM090,Hydnophora microconos,15,Run_6
595,595,coral,2015 July,KI15cFSYM113,Hydnophora microconos,15,Run_6
597,597,coral,2015 Jan,KI15aFSYM046,Favites pentagona,15,Run_1
597,597,coral,2015 May,KI15bFSYM092,Favites pentagona,15,Run_1
597,597,coral,2015 July,KI15cFSYM116,Favites pentagona,15,Run_1
597,597,coral,2016 March,KI16aFSYM159,Favites pentagona,15,Run_1
597,597_1228,coral,2016 Nov,KI16bFSYM108,Favites pentagona,15,Run_3
597,597_1228,coral,2017,KI17FSYM313,Favites pentagona,15,Run_4
605,605,coral,2015 Jan,KI15aFSYM057,Favites pentagona,15,Run_1
605,605,coral,2015 July,KI15cFSYM125,Favites pentagona,15,Run_1
605,605,coral,2016 Nov,KI16bFSYM105,Favites pentagona,15,Run_3
605,605,coral,2017,KI17FSYM315,Favites pentagona,15,Run_4
607,607,coral,2015 Jan,KI15aFSYM058,Hydnophora microconos,15,Run_5
607,607,coral,2015 July,KI15cFSYM127,Hydnophora microconos,15,Run_6
612,612,coral,2015 Jan,KI15aFSYM052,Platygyra sp,15,Run_1
612,612,coral,2015 July,KI15cFSYM126,Platygyra sp,15,Run_1
612,612,coral,2016 March,KI16aFSYM164,Platygyra sp,15,Run_1
612,612,coral,2016 Nov,KI16bFSYM106,Platygyra sp,15,Run_3
612,612,coral,2017,KI17FSYM314,Platygyra sp,15,Run_4
618,618,coral,2015 Jan,KI15aFSYM067,Platygyra sp,15,Run_1
618,618,coral,2015 July,KI15cFSYM129,Platygyra sp,15,Run_1
618,618,coral,2016 March,KI16aFSYM160,Platygyra sp,15,Run_1
618,618,coral,2016 Nov,KI16bFSYM104,Platygyra sp,15,Run_3
618,618,coral,2017,KI17FSYM316,Platygyra sp,15,Run_4
619,619,coral,2015 Jan,KI15aFSYM068,Hydnophora microconos,15,Run_5
619,619,coral,2015 July,KI15cFSYM133,Hydnophora microconos,15,Run_6
619,619,coral,2016 Nov,KI16bFSYM103,Hydnophora microconos,15,Run_3
619,619,coral,2017,KI17FSYM317,Hydnophora microconos,15,Run_4
619,619,coral,2017,KI17FQ317,Hydnophora microconos,15,Run_4
620,620_1229,coral,2017,KI17FSYM295,Platygyra sp,15,Run_4
623,623,coral,2015 Jan,KI15aFSYM072,Favites pentagona,15,Run_1
623,623,coral,2015 July,KI15cFSYM145,Favites pentagona,15,Run_1
628,628,coral,2015 Jan,KI15aFSYM077,Favites pentagona,15,Run_1
628,628,coral,2015 July,KI15cFSYM142,Favites pentagona,15,Run_1
628,628,coral,2017,KI17FSYM319,Favites pentagona,15,Run_4
630,630,coral,2015 Jan,KI15aFSYM079,Hydnophora microconos,15,Run_3
630,630,coral,2015 July,KI15cFSYM141,Hydnophora microconos,15,Run_3
630,630,coral,2016 March,KI16aFSYM167,Hydnophora microconos,15,Run_3
631,631,coral,2015 Jan,KI15aFSYM080,Favia matthaii,15,Run_1
631b,631b,coral,2015 July,KI15cFSYM144,Favites pentagona,15,Run_1
631,631,coral,2017,KI17FSYM320,Favia matthaii,15,Run_4
637,637,coral,2015 Jan,KI15aFSYM097,Platygyra sp,35,Run_1
637,637,coral,2015 May,KI15bFSYM020,Platygyra sp,35,Run_1
637,637,coral,2016 March,KI16aFSYM047,Platygyra sp,35,Run_1
656,656,coral,2015 May,KI15bFSYM102,Favites pentagona,19,Run_1
656,656,coral,2015 July,KI15cFSYM025,Favites pentagona,19,Run_1
656,656_1075,coral,2016 Nov,KI16bFSYM118,Favites pentagona,19,Run_3
658,658,coral,2015 May,KI15bFSYM104,Hydnophora microconos,19,Run_6
658,658,coral,2015 July,KI15cFSYM028,Hydnophora microconos,19,Run_6
664,664,coral,2015 May,KI15bFSYM111,Hydnophora microconos,19,Run_6
664,664,coral,2015 July,KI15cFSYM034,Hydnophora microconos,19,Run_6
668,668,coral,2015 May,KI15bFSYM114,Hydnophora microconos,19,Run_6
668,668,coral,2015 July,KI15cFSYM038,Hydnophora microconos,19,Run_6
675,675,coral,2015 May,KI15bFSYM121,Hydnophora microconos,19,Run_6
675,675,coral,2015 July,KI15cFSYM044,Hydnophora microconos,19,Run_6
681,681,coral,2015 May,KI15bFSYM127,Hydnophora microconos,19,Run_6
681,681,coral,2015 July,KI15cFSYM049,Hydnophora microconos,19,Run_6
685,685,coral,2015 May,KI15bFSYM147,Favites pentagona,27,Run_1
689,689,coral,2015 May,KI15bFSYM151,Hydnophora microconos,27,Run_3
689,689,coral,2015 July,KI15cFSYM069,Hydnophora microconos,27,Run_3
689,689,coral,2016 March,KI16aFSYM067,Hydnophora microconos,27,Run_3
691,691,coral,2015 May,KI15bFSYM153,Hydnophora microconos,35,Run_6
691,691,coral,2015 July,KI15cFSYM228,Hydnophora microconos,35,Run_6
695,695,coral,2015 May,KI15bFSYM169,Hydnophora microconos,8,Run_6
695,695,coral,2015 July,KI15cFSYM375,Hydnophora microconos,8,Run_6
248,248_696,coral,2015 May,KI15bFSYM179,Platygyra sp,8,Run_1
248,248_696,coral,2015 July,KI15cFSYM385,Platygyra sp,8,Run_1
248,248_696,coral,2016 March,KI16aFSYM004,Platygyra sp,8,Run_1
699,699,coral,2015 May,KI15bFSYM162,Hydnophora microconos,8,Run_6
699,699,coral,2015 July,KI15cFSYM363,Hydnophora microconos,8,Run_6
719,719,coral,2015 May,KI15bFSYM184,Favites pentagona,8,Run_1
719,719,coral,2015 July,KI15cFSYM373,Favites pentagona,8,Run_1
722,722,coral,2015 May,KI15bFSYM200,Favites pentagona,27,Run_1
722,722,coral,2015 July,KI15cFSYM077,Favites pentagona,27,Run_1
726,726,coral,2015 May,KI15bFSYM204,Favites pentagona,27,Run_1
726,726,coral,2015 July,KI15cFSYM082,Favites pentagona,27,Run_1
727,727,coral,2015 May,KI15bFSYM205,Platygyra sp,27,Run_1
727,727,coral,2015 July,KI15cFSYM083,Platygyra sp,27,Run_1
729,729,coral,2015 May,KI15bFSYM207,Favites pentagona,27,Run_1
729,729,coral,2015 July,KI15cFSYM094,Favites pentagona,27,Run_1
729,729,coral,2016 March,KI16aFSYM066,Favites pentagona,27,Run_1
729,729,coral,2016 Nov,KI16bFSYM45,Favites pentagona,27,Run_3
729,729,coral,2017,KI17FSYM200,Favites pentagona,27,Run_4
735,735,coral,2015 May,KI15bFSYM213,Platygyra sp,27,Run_1
735,735,coral,2015 July,KI15cFSYM065,Platygyra sp,27,Run_1
736,736,coral,2015 May,KI15bFSYM214,Favites pentagona,27,Run_1
736,736,coral,2015 July,KI15cFSYM063,Favites pentagona,27,Run_1
741,741,coral,2015 May,KI15bFSYM218,Favia sp,32,Run_1
741,741,coral,2015 July,KI15cFSYM435,Favia sp,32,Run_1
741,741,coral,2016 March,KI16aFSYM009,Favia sp,32,Run_1
741,741,coral,2016 Nov,KI16bFSYM29,Favia sp,32,Run_3
741,741,coral,2017,KI17FSYM218,Favia sp,32,Run_4
741,741,coral,2017,KI17FQ218,Favia sp,32,Run_4
742,742,coral,2015 May,KI15bFSYM219,Platygyra sp,32,Run_1
742,742,coral,2015 July,KI15cFSYM436,Platygyra sp,32,Run_1
743,743,coral,2015 May,KI15bFSYM220,Hydnophora microconos,32,Run_3
743,743,coral,2015 July,KI15cFSYM437,Hydnophora microconos,32,Run_3
743,743,coral,2016 March,KI16aFSYM008,Hydnophora microconos,32,Run_3
754,754,coral,2015 May,KI15bFSYM231,Platygyra sp,32,Run_1
754,754,coral,2015 July,KI15cFSYM468,Platygyra sp,32,Run_1
754,754_899,coral,2016 March,KI16aFSYM017,Platygyra sp,32,Run_1
754,754_899_1060,coral,2016 Nov,KI16bFSYM025,Platygyra sp,32,Run_3
762,762,coral,2015 May,KI15bFSYM239,Platygyra sp,32,Run_1
762,762,coral,2015 July,KI15cFSYM474,Platygyra sp,32,Run_1
766,766,coral,2015 May,KI15bFSYM243,Platygyra sp,32,Run_1
766,766,coral,2015 July,KI15cFSYM472,Platygyra sp,32,Run_1
767,767,coral,2015 May,KI15bFSYM244,Hydnophora microconos,32,Run_6
767,767,coral,2015 July,KI15cFSYM463,Hydnophora microconos,32,Run_6
768,768,coral,2015 May,KI15bFSYM245,Platygyra sp,32,Run_1
768,768,coral,2015 July,KI15cFSYM460,Platygyra sp,32,Run_1
770,770,coral,2015 May,KI15bFSYM247,Favites pentagona,32,Run_1
770,770,coral,2015 July,KI15cFSYM461,Favites pentagona,32,Run_1
770,770,coral,2016 March,KI16aFSYM013,Favites pentagona,32,Run_1
770,770,coral,2016 Nov,KI16bFSYM023,Favites pentagona,32,Run_3
772,772,coral,2015 May,KI15bFSYM249,Favites pentagona,32,Run_1
772,772,coral,2015 July,KI15cFSYM448,Favites pentagona,32,Run_1
776,776,coral,2015 May,KI15bFSYM272,Hydnophora microconos,34,Run_2
776,776,coral,2015 July,KI15cFSYM524,Hydnophora microconos,34,Run_3
776,776,coral,2016 March,KI16aFSYM117,Hydnophora microconos,34,Run_3
776,776,coral,2016 Nov,KI16bFSYM186,Hydnophora microconos,34,Run_3
776,776,coral,2017,KI17FSYM233,Hydnophora microconos,34,Run_4
777,777,coral,2015 May,KI15bFSYM273,Favia sp,34,Run_2
777,777,coral,2015 July,KI15cFSYM525,Favia sp,34,Run_6
779,779,coral,2015 May,KI15bFSYM275,Hydnophora microconos,34,Run_2
781,781,coral,2015 May,KI15bFSYM277,Favites pentagona,34,Run_1
781,781,coral,2015 July,KI15cFSYM499,Favites pentagona,34,Run_1
783,783,coral,2015 May,KI15bFSYM279,Platygyra sp,34,Run_1
783,783,coral,2015 July,KI15cFSYM501,Platygyra sp,34,Run_6
783,783,coral,2016 March,KI16aFSYM118,Platygyra sp,34,Run_1
783,783,coral,2016 Nov,KI16bFSYM176,Platygyra sp,34,Run_3
783,783,coral,2017,KI17FSYM222,Platygyra sp,34,Run_4
786,786,coral,2015 May,KI15bFSYM282,Favites pentagona,34,Run_1
786,786,coral,2015 July,KI15cFSYM502,Favites pentagona,34,Run_1
786,786,coral,2016 March,KI16aFSYM119,Favites pentagona,34,Run_1
786,786,coral,2016 Nov,KI16bFSYM175,Favites pentagona,34,Run_3
786,786,coral,2017,KI17FSYM221,Favites pentagona,34,Run_4
787,787,coral,2015 May,KI15bFSYM283,Favia sp,5,Run_1
787,787,coral,2015 July,KI15cFSYM252,Favia sp,5,Run_1
787,787,coral,2016 March,KI16aFSYM087,Favia sp,5,Run_1
787,787,coral,2016 Nov,KI16bFSYM030,Favia sp,5,Run_3
787,787,coral,2017,KI17FSYM16,Favia sp,5,Run_4
788,788,coral,2015 May,KI15bFSYM284,Platygyra sp,5,Run_1
788,788,coral,2015 July,KI15cFSYM253,Platygyra sp,5,Run_1
788,788,coral,2016 March,KI16aFSYM088,Platygyra sp,5,Run_1
788,788,coral,2016 Nov,KI16bFSYM031,Platygyra sp,5,Run_3
792,792,coral,2015 May,KI15bFSYM288,Platygyra sp,5,Run_1
792,792,coral,2015 July,KI15cFSYM254,Platygyra sp,5,Run_1
792,792,coral,2016 March,KI16aFSYM089,Platygyra sp,5,Run_1
792,792,coral,2016 Nov,KI16bFSYM032,Platygyra sp,5,Run_3
792,792,coral,2017,KI17FSYM19,Platygyra sp,5,Run_4
793,793,coral,2015 May,KI15bFSYM289,Hydnophora microconos,5,Run_6
793,793,coral,2015 July,KI15cFSYM255,Hydnophora microconos,5,Run_6
797,797,coral,2015 May,KI15bFSYM293,Platygyra sp,5,Run_1
797,797,coral,2015 July,KI15cFSYM261,Platygyra sp,5,Run_1
797,797,coral,2016 March,KI16aFSYM091,Platygyra sp,5,Run_1
797,797,coral,2016 Nov,KI16bFSYM034,Platygyra sp,5,Run_3
797,797,coral,2017,KI17FSYM20,Platygyra sp,5,Run_4
800,800,coral,2015 May,KI15bFSYM296,Favites pentagona,5,Run_1
800,800,coral,2015 July,KI15cFSYM265,Favites pentagona,5,Run_1
804,804,coral,2015 May,KI15bFSYM300,Favia matthaii,5,Run_6
804,804,coral,2015 July,KI15cFSYM268,Favia matthaii,5,Run_6
806,806,coral,2015 May,KI15bFSYM302,Hydnophora microconos,5,Run_3
806,806,coral,2015 July,KI15cFSYM272,Hydnophora microconos,5,Run_3
806,806,coral,2016 March,KI16aFSYM093,Hydnophora microconos,5,Run_3
807,807,coral,2015 May,KI15bFSYM303,Platygyra sp,5,Run_1
807,807,coral,2015 July,KI15cFSYM273,Platygyra sp,5,Run_1
807,807,coral,2016 March,KI16aFSYM104,Platygyra sp,5,Run_1
807,807,coral,2017,KI17FSYM22,Platygyra sp,5,Run_4
810,810,coral,2015 May,KI15bFSYM306,Favites pentagona,5,Run_1
810,810,coral,2015 July,KI15cFSYM275,Favites pentagona,5,Run_1
810b,810b,coral,2016 Nov,KI16bFSYM036,Platygyra sp,5,Run_3
810b,810b,coral,2017,KI17FSYM23,Platygyra sp,5,Run_4
813,813,coral,2015 May,KI15bFSYM309,Platygyra sp,5,Run_1
813,813,coral,2015 July,KI15cFSYM277,Platygyra sp,5,Run_1
813,813,coral,2016 March,KI16aFSYM095,Platygyra sp,5,Run_1
813,813,coral,2017,KI17FSYM26,Platygyra sp,5,Run_4
817,817,coral,2015 May,KI15bFSYM313,Favia sp,5,Run_1
817,817,coral,2015 July,KI15cFSYM276,Favia sp,5,Run_1
817,817,coral,2016 March,KI16aFSYM094,Favia sp,5,Run_1
817,817,coral,2016 Nov,KI16bFSYM037,Favia sp,5,Run_3
817,817,coral,2017,KI17FSYM24,Favia sp,5,Run_4
820,820,coral,2015 May,KI15bFSYM316,Platygyra sp,5,Run_1
820,820,coral,2015 July,KI15cFSYM278,Platygyra sp,5,Run_1
820,820,coral,2016 March,KI16aFSYM096,Platygyra sp,5,Run_1
820,820,coral,2016 Nov,KI16bFSYM068,Platygyra sp,5,Run_3
820,820,coral,2017,KI17FSYM27,Platygyra sp,5,Run_4
824,824,coral,2015 May,KI15bFSYM320,Platygyra sp,5,Run_1
824,824,coral,2015 July,KI15cFSYM283,Platygyra sp,5,Run_1
824,824,coral,2016 March,KI16aFSYM101,Platygyra sp,5,Run_1
824,824,coral,2016 Nov,KI16bFSYM038,Platygyra sp,5,Run_3
824,824,coral,2017,KI17FSYM34,Platygyra sp,5,Run_4
826,826,coral,2015 May,KI15bFSYM322,Hydnophora microconos,5,Run_6
826,826,coral,2015 July,KI15cFSYM286,Hydnophora microconos,5,Run_6
829,829,coral,2015 May,KI15bFSYM325,Favia matthaii,5,Run_6
829,829,coral,2015 July,KI15cFSYM290,Favia matthaii,5,Run_6
834,834_947,coral,2016 Nov,KI16bFSYM039,Platygyra sp,5,Run_3
844,844,coral,2015 May,KI15bFSYM340,Favites pentagona,34,Run_1
844,844,coral,2015 July,KI15cFSYM519,Favites pentagona,34,Run_1
844,844,coral,2015 July,KI15cFSYM518,Favites pentagona,34,Run_3
844,844,coral,2016 March,KI16aFSYM123,Favites pentagona,34,Run_1
844,844,coral,2016 Nov,KI16bFSYM185,Favites pentagona,34,Run_3
844,844,coral,2017,KI17FSYM235,Favites pentagona,34,Run_4
845,845,coral,2015 May,KI15bFSYM341,Favia sp,34,Run_2
846,846,coral,2015 May,KI15bFSYM342,Hydnophora microconos,34,Run_2
846,846,coral,2015 July,KI15cFSYM513,Hydnophora microconos,34,Run_6
850,850,coral,2015 May,KI15bFSYM346,Platygyra sp,34,Run_1
850,850,coral,2015 July,KI15cFSYM506,Platygyra sp,34,Run_1
850,850,coral,2016 March,KI16aFSYM120,Platygyra sp,34,Run_1
850,850,coral,2016 Nov,KI16bFSYM182,Platygyra sp,34,Run_3
851,851,coral,2015 May,KI15bFSYM347,Favia sp,34,Run_2
851,851,coral,2015 July,KI15cFSYM491,Favia sp,34,Run_6
854,854_1193,coral,2015 May,KI15bFSYM350,Favia matthaii,34,Run_2
854,854_1193,coral,2015 July,KI15cFSYM484,Favia matthaii,34,Run_6
854,854_1193,coral,2017,KI17FSYM226,Favia matthaii,34,Run_4
856,856,coral,2015 May,KI15bFSYM352,Favites pentagona,34,Run_1
856,856,coral,2015 July,KI15cFSYM503,Favites pentagona,34,Run_1
857,857,coral,2015 May,KI15bFSYM353,Platygyra sp,34,Run_1
857,857,coral,2015 July,KI15cFSYM504,Platygyra sp,34,Run_1
857,857,coral,2016 March,KI16aFSYM113,Platygyra sp,34,Run_1
857,857,coral,2016 March,KI16aFSYM113,Platygyra sp,34,Run_6
857,857,coral,2016 Nov,KI16bFSYM178,Platygyra sp,34,Run_6
857,857,coral,2017,KI17FSYM224,Platygyra sp,34,Run_4
900,900,coral,2016 March,KI16aFSYM018,Platygyra sp,32,Run_1
902,902,coral,2016 March,KI16aFSYM020,Favites pentagona,32,Run_1
902,902,coral,2016 Nov,KI16bFSYM022,Favites pentagona,32,Run_3
903,903,coral,2016 March,KI16aFSYM021,Favia sp,32,Run_1
903,903,coral,2016 Nov,KI16bFSYM026,Favia sp,32,Run_3
903,903,coral,2017,KI17FSYM210,Favia sp,32,Run_4
904,904_1062,coral,2016 March,KI16aFSYM22,Hydnophora microconos,32,Run_6
906,906,coral,2016 March,KI16aFSYM024,Platygyra sp,8,Run_1
906,906,coral,2016 Nov,KI16bFSYM160,Platygyra sp,8,Run_3
906,906,coral,2017,KI17FSYM104,Platygyra sp,8,Run_4
907,907,coral,2016 March,KI16aFSYM025,Hydnophora microconos,8,Run_3
907,907,coral,2016 Nov,KI16bFSYM169,Hydnophora microconos,8,Run_3
907,907_1284,coral,2017,KI17FSYM114,Hydnophora microconos,8,Run_4
909,909,coral,2016 March,KI16aFSYM027,Platygyra sp,8,Run_1
909,909,coral,2016 Nov,KI16bFSYM165,Platygyra sp,8,Run_3
909,909,coral,2017,KI17FSYM110,Platygyra sp,8,Run_4
910,910,coral,2016 March,KI16aFSYM028,Hydnophora microconos,8,Run_3
910,910,coral,2016 Nov,KI16bFSYM166,Hydnophora microconos,8,Run_3
910,910,coral,2017,KI17FSYM116,Hydnophora microconos,8,Run_4
911,911,coral,2016 March,KI16aFSYM029,Favites pentagona,8,Run_1
911,911,coral,2016 Nov,KI16bFSYM164,Favites pentagona,8,Run_3
911,911_1321,coral,2017,KI17FSYM109,Favites pentagona,8,Run_4
914,914,coral,2016 March,KI16aFSYM033,Platygyra sp,8,Run_1
916,916,coral,2016 March,KI16aFSYM035,Favia sp,8,Run_1
916,916,coral,2016 Nov,KI16bFSYM155,Favia sp,8,Run_3
916,916,coral,2017,KI17FSYM103,Favia sp,8,Run_4
919,919,coral,2016 March,KI16aFSYM038,Platygyra sp,8,Run_1
919,919,coral,2016 Nov,KI16bFSYM156,Platygyra sp,8,Run_3
919,919,coral,2017,KI17FSYM121,Platygyra sp,8,Run_4
920,920,coral,2016 March,KI16aFSYM039,Favia sp,8,Run_1
921,921,coral,2016 March,KI16aFSYM040,Favia sp,8,Run_1
921,921,coral,2016 Nov,KI16bFSYM163,Favia sp,8,Run_3
921,921,coral,2017,KI17FSYM107,Favia sp,8,Run_4
925,925,coral,2016 March,KI16aFSYM054,Platygyra sp,35,Run_1
925,925,coral,2016 Nov,KI16bFSYM003,Platygyra sp,35,Run_3
925,925,coral,2017,KI17FSYM8,Platygyra sp,35,Run_4
926,926,coral,2016 March,KI16aFSYM055,Hydnophora microconos,35,Run_3
926,926,coral,2016 Nov,KI16bFSYM172,Hydnophora microconos,35,Run_3
927,927,coral,2016 March,KI16aFSYM056,Favia sp,35,Run_1
927,927,coral,2016 Nov,KI16bFSYM012,Favia sp,35,Run_3
928,928,coral,2016 March,KI16aFSYM057,Platygyra sp,35,Run_1
929,929,coral,2016 March,KI16aFSYM058,Favites pentagona,35,Run_1
930,930,coral,2016 March,KI16aFSYM059,Favia sp,35,Run_1
930,930,coral,2016 Nov,KI16bFSYM174,Favia sp,35,Run_3
932,932,coral,2016 March,KI16aFSYM061,Hydnophora microconos,35,Run_3
932,932,coral,2016 Nov,KI16bFSYM011,Hydnophora microconos,35,Run_3
932,932,coral,2017,KI17FSYM7,Hydnophora microconos,35,Run_4
933,933,coral,2016 March,KI16aFSYM062,Platygyra sp,35,Run_1
933,933,coral,2016 Nov,KI16bFSYM006,Platygyra sp,35,Run_3
933,933,coral,2017,KI17FSYM4,Platygyra sp,35,Run_4
935,935,coral,2016 March,KI16aFSYM64,Hydnophora microconos,35,Run_6
935,935,coral,2016 Nov,KI16bFSYM008,Hydnophora microconos,35,Run_3
935,935,coral,2017,KI17FSYM2,Hydnophora microconos,35,Run_4
936,936,coral,2016 March,KI16aFSYM069,Platygyra sp,27,Run_1
936,936,coral,2016 Nov,KI16bFSYM047,Platygyra sp,27,Run_3
936,936,coral,2017,KI17FSYM201,Platygyra sp,27,Run_4
937,937,coral,2016 March,KI16aFSYM070,Favites pentagona,27,Run_1
937,937,coral,2016 Nov,KI16bFSYM048,Favites pentagona,27,Run_3
937,937,coral,2017,KI17FSYM202,Favites pentagona,27,Run_4
939,939,coral,2016 March,KI16aFSYM072,Platygyra sp,27,Run_1
940,940,coral,2016 March,KI16aFSYM073,Favia sp,27,Run_1
941,941,coral,2016 March,KI16aFSYM074,Platygyra sp,27,Run_1
942,942,coral,2016 March,KI16aFSYM076,Favia sp,27,Run_1
942,942,coral,2016 Nov,KI16bFSYM046,Favia sp,27,Run_3
942,942,coral,2017,KI17FSYM199,Favia sp,27,Run_4
1005,1005,coral,2016 March,KI16aFSYM217,Platygyra sp,37,Run_1
1005,1005,coral,2016 Nov,KI16bFSYM074,Platygyra sp,37,Run_3
1005,1005,coral,2017,KI17FSYM74,Platygyra sp,37,Run_4
1008,1008,coral,2016 March,KI16aFSYM220,Platygyra sp,37,Run_1
1008,1008,coral,2016 Nov,KI16bFSYM076,Platygyra sp,37,Run_3
1008,1008,coral,2017,KI17FSYM75,Platygyra sp,37,Run_4
1009,1009,coral,2016 March,KI16aFSYM221,Favites pentagona,37,Run_1
1009,1009,coral,2016 Nov,KI16bFSYM078,Favites pentagona,37,Run_3
1009,1009,coral,2017,KI17FSYM77,Favites pentagona,37,Run_4
1011,1011,coral,2016 March,KI16aFSYM223,Platygyra sp,37,Run_1
1011,1011,coral,2016 Nov,KI16bFSYM079,Platygyra sp,37,Run_3
1011,1011,coral,2017,KI17FSYM78,Platygyra sp,37,Run_4
1013,1013,coral,2016 March,KI16aFSYM225,Platygyra sp,37,Run_1
1013,1013,coral,2016 Nov,KI16bFSYM090,Platygyra sp,37,Run_3
1013,1013,coral,2017,KI17FSYM79,Platygyra sp,37,Run_4
1014,1014,coral,2016 March,KI16aFSYM226,Favia sp,37,Run_1
1014,1014,coral,2017,KI17FSYM80,Favia sp,37,Run_4
1017,1017,coral,2016 March,KI16aFSYM229,Platygyra sp,37,Run_1
1017,1017,coral,2016 Nov,KI16bFSYM086,Platygyra sp,37,Run_3
1017,1017,coral,2017,KI17FSYM84,Platygyra sp,37,Run_4
1020,1020,coral,2016 March,KI16aFSYM212,Platygyra sp,37,Run_1
1020,1020,coral,2016 Nov,KI16bFSYM084,Platygyra sp,37,Run_3
1020,1020,coral,2017,KI17FSYM85,Platygyra sp,37,Run_4
1022,1022,coral,2016 March,KI16aFSYM214,Platygyra sp,37,Run_1
1022,1022,coral,2016 Nov,KI16bFSYM083,Platygyra sp,37,Run_3
1022,1022,coral,2017,KI17FSYM89,Platygyra sp,37,Run_4
1023,1023,coral,2016 March,KI16aFSYM215,Platygyra sp,37,Run_1
1023,1023,coral,2016 Nov,KI16bFSYM080,Platygyra sp,37,Run_3
1023,1023,coral,2017,KI17FSYM87,Platygyra sp,37,Run_4
1024,1024,coral,2016 March,KI16aFSYM231,Platygyra sp,37,Run_1
1024,1024,coral,2016 Nov,KI16bFSYM081,Platygyra sp,37,Run_3
1024,1024,coral,2017,KI17FSYM88,Platygyra sp,37,Run_4
1026,1026,coral,2016 March,KI16aFSYM233,Favia sp,37,Run_1
1026,1026,coral,2016 Nov,KI16bFSYM091,Favia sp,37,Run_3
1026,1026,coral,2017,KI17FSYM90,Favia sp,37,Run_4
1028,1028,coral,2016 March,KI16aFSYM235,Platygyra sp,37,Run_1
1028,1028,coral,2016 Nov,KI16bFSYM094,Platygyra sp,37,Run_3
1028,1028,coral,2017,KI17FSYM95,Platygyra sp,37,Run_4
1030,1030,coral,2016 March,KI16aFSYM237,Platygyra sp,37,Run_1
1030,1030,coral,2017,KI17FSYM98,Platygyra sp,37,Run_4
1031,1031,coral,2016 March,KI16aFSYM238,Platygyra sp,37,Run_1
1031,1031,coral,2016 Nov,KI16bFSYM096,Platygyra sp,37,Run_3
1031,1031,coral,2017,KI17FSYM99,Platygyra sp,37,Run_4
1032,1032,coral,2016 March,KI16aFSYM239,Favites pentagona,37,Run_1
1032,1032,coral,2016 Nov,KI16bFSYM093,Favites pentagona,37,Run_3
1032,1032,coral,2017,KI17FSYM91,Favites pentagona,37,Run_4
1033,1033,coral,2016 March,KI16aFSYM256,Favites pentagona,40,Run_1
1033,1033,coral,2016 Nov,KI16bFSYM148,Favites pentagona,40,Run_3
1033,1033,coral,2017,KI17FSYM278,Favites pentagona,40,Run_4
1034,1034,coral,2016 March,KI16aFSYM259,Favites pentagona,40,Run_1
