fill,level,x,y,piece,group,PANEL,colour,size,linetype,alpha
#89A6DC,21.25698473,-157.4363636,2.03569506,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4318182,2.032755533,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4302953,2.031818182,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4272727,2.029935787,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4231102,2.027272727,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4227273,2.027022931,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4181818,2.02395243,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4164934,2.022727273,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4136364,2.020534889,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4107164,2.018181818,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4090909,2.016709222,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4057291,2.013636364,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4045455,2.012304163,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4016263,2.009090909,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4,2.006555499,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.3986705,2.004545455,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.3968439,2,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.3960497,1.995454545,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.3960041,1.990909091,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.3965357,1.986363636,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.3975643,1.981818182,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.3990867,1.977272727,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4,1.975232172,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4010774,1.972727273,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4036971,1.968181818,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4045455,1.967012601,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4072883,1.963636364,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4090909,1.961859512,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4126462,1.959090909,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4136364,1.958427513,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4181818,1.956102297,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4224893,1.954545455,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4227273,1.954463126,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4272727,1.953100295,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4318182,1.951740636,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4363636,1.950120183,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.436618,1.95,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4409091,1.947964811,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4454545,1.945498498,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4455257,1.945454545,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.45,1.942681433,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4529789,1.940909091,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4545455,1.939947605,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4590909,1.937376218,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4612124,1.936363636,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4636364,1.935094842,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4681818,1.933179331,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4725525,1.931818182,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4727273,1.931753554,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4772727,1.930637806,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4818182,1.930118604,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4863636,1.930297147,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4909091,1.931421784,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4917608,1.931818182,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4954545,1.933786544,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.498204,1.936363636,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5,1.938534773,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5014692,1.940909091,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5035984,1.945454545,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5045455,1.94806597,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5051906,1.95,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5065147,1.954545455,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5075748,1.959090909,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5084462,1.963636364,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5090909,1.967619588,3,-4,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5363636,1.860136108,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5387667,1.863636364,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5403351,1.868181818,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5406691,1.872727273,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5400526,1.877272727,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5386637,1.881818182,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5365864,1.886363636,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5363636,1.886736296,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5318182,1.89078432,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5272727,1.890674759,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5228172,1.886363636,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5227273,1.886239473,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5210798,1.881818182,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.520207,1.877272727,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5201634,1.872727273,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5209649,1.868181818,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5226311,1.863636364,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5227273,1.863461177,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5269341,1.859090909,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5272727,1.858817187,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5318182,1.857928693,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5346327,1.859090909,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5363636,1.860136108,4,-5,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5045455,1.97520277,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5049707,1.977272727,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.505724,1.981818182,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5062812,1.986363636,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5066642,1.990909091,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5068882,1.995454545,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5069625,2,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5068912,2.004545455,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5066722,2.009090909,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5062969,2.013636364,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5057472,2.018181818,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5049935,2.022727273,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5045455,2.024863517,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5040371,2.027272727,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5027963,2.031818182,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5011131,2.036363636,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5,2.038745485,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4987696,2.040909091,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4954545,2.045379652,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4953743,2.045454545,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4909091,2.049013554,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4885212,2.05,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4863636,2.050835595,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4818182,2.0514087,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4772727,2.050991398,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4736695,2.05,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4727273,2.049770002,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4681818,2.047974283,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4636364,2.045488338,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4635845,2.045454545,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4590909,2.042596451,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4568286,2.040909091,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4545455,2.0391751,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4511558,2.036363636,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.45,2.035351528,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4460159,2.031818182,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4454545,2.031279565,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4410185,2.027272727,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4409091,2.027164708,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4363636,2.023222467,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4357193,2.022727273,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4318182,2.019520822,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4300368,2.018181818,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4272727,2.015930706,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.424404,2.013636364,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4227273,2.012128063,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4195213,2.009090909,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4181818,2.007560737,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4157418,2.004545455,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4136364,2.001028006,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4130561,2,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4113771,1.995454545,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4106061,1.990909091,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4106705,1.986363636,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4115715,1.981818182,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4133953,1.977272727,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4136364,1.976870432,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4166101,1.972727273,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4181818,1.971153884,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4220693,1.968181818,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4227273,1.967774907,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4272727,1.965461291,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.431172,1.963636364,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4318182,1.963364431,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4363636,1.961108783,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4396967,1.959090909,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4409091,1.958406146,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4454545,1.955316988,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4464768,1.954545455,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.45,1.952044719,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4529498,1.95,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4545455,1.948924949,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4590909,1.946164403,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4605239,1.945454545,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4636364,1.943847489,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4681818,1.942129587,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4727273,1.941073649,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4747478,1.940909091,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4772727,1.940661591,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4798339,1.940909091,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4818182,1.941092246,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4863636,1.942525175,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4908025,1.945454545,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4909091,1.945531595,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4949902,1.95,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4954545,1.950608493,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4978393,1.954545455,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.4999342,1.959090909,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5,1.959252867,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5016637,1.963636364,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5030167,1.968181818,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.504077,1.972727273,5,-6,1,NA,0.5,1,0.7
#A89AC1,31.88547709,-157.5045455,1.97520277,5,-6,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.5,1.975601212,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.5004308,1.977272727,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.5013589,1.981818182,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.5020237,1.986363636,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.5024583,1.990909091,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.5026835,1.995454545,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.5027103,2,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.5025403,2.004545455,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.5021654,2.009090909,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.5015668,2.013636364,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.5007115,2.018181818,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.5,2.021067,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4995636,2.022727273,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4980373,2.027272727,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4959602,2.031818182,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4954545,2.032741162,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4928439,2.036363636,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4909091,2.038518611,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4874023,2.040909091,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4863636,2.041537214,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4818182,2.042876493,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4772727,2.042970499,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4727273,2.042084006,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4696863,2.040909091,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4681818,2.040366173,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4636364,2.037943481,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4613457,2.036363636,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4590909,2.034781536,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4555434,2.031818182,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4545455,2.030927581,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4507653,2.027272727,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.45,2.026450096,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.446493,2.022727273,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4454545,2.021468178,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4424646,2.018181818,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4409091,2.016198448,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4385413,2.013636364,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4363636,2.010863257,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4346846,2.009090909,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4318182,2.005419244,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4310308,2.004545455,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4278763,2,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4272727,1.998680663,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4257194,1.995454545,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4247585,1.990909091,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4251513,1.986363636,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4271137,1.981818182,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4272727,1.981614664,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4308888,1.977272727,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4318182,1.976510006,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4359835,1.972727273,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4363636,1.972456541,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4409091,1.968464414,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4411709,1.968181818,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4454545,1.964336273,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4461467,1.963636364,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.45,1.960259767,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4513252,1.959090909,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4545455,1.956524843,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4573387,1.954545455,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4590909,1.953365088,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4636364,1.950900868,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4660609,1.95,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4681818,1.949175264,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4727273,1.948233053,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4772727,1.948200915,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4818182,1.949244297,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4833379,1.95,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4863636,1.951583643,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4896858,1.954545455,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4909091,1.955792164,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.49329,1.959090909,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4954545,1.962841439,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.495846,1.963636364,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4977838,1.968181818,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.4992643,1.972727273,6,-7,1,NA,0.5,1,0.7
#BE8DA7,42.51396945,-157.5,1.975601212,6,-7,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4954545,1.974541329,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4963272,1.977272727,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4974355,1.981818182,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4982126,1.986363636,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4987019,1.990909091,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.498929,1.995454545,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4989049,2,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4986268,2.004545455,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4980774,2.009090909,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4972224,2.013636364,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4960055,2.018181818,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4954545,2.019800356,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4942816,2.022727273,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.491863,2.027272727,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4909091,2.028723929,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4879511,2.031818182,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4863636,2.033207475,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4818182,2.035354398,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4772727,2.035936918,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4727273,2.03534589,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4681818,2.033739061,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4647806,2.031818182,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4636364,2.031164676,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4590909,2.027668908,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4586523,2.027272727,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4545455,2.023192237,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4541096,2.022727273,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4503643,2.018181818,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.45,2.017658705,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4470641,2.013636364,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4454545,2.010893495,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.444236,2.009090909,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4418289,2.004545455,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4409091,2.002090832,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4399161,2,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4386365,1.995454545,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4383021,1.990909091,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4390012,1.986363636,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4408538,1.981818182,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4409091,1.981733404,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4432346,1.977272727,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4454545,1.974288113,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4464509,1.972727273,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.45,1.968454134,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4502166,1.968181818,7,-8,1,NA,0.5,1,0.7
#CF808D,53.14246181,-157.4545455,1.963717927,7,-8,1,NA,0.5,1,0.7
