fill,level,x,y,piece,group,PANEL,colour,size,linetype,alpha
#56B1F7,10.62849236,-157.5261176,1.945454545,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5227273,1.948826299,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5220658,1.95,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.520352,1.954545455,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5193927,1.959090909,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5188941,1.963636364,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5186912,1.968181818,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5186783,1.972727273,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5187828,1.977272727,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5189528,1.981818182,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5191521,1.986363636,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5193562,1.990909091,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5195498,1.995454545,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5197241,2,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5198739,2.004545455,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5199952,2.009090909,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.520082,2.013636364,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5201239,2.018181818,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5201038,2.022727273,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5199958,2.027272727,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5197649,2.031818182,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.519366,2.036363636,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5187424,2.040909091,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5181818,2.043766644,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5178864,2.045454545,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5167933,2.05,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5152516,2.054545455,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5136364,2.058096323,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5131643,2.059090909,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5104727,2.063636364,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5090909,2.065518625,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5067423,2.068181818,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5045455,2.070329114,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.501174,2.072727273,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5,2.073515706,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4954545,2.075570125,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4909091,2.076605427,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4863636,2.07682533,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4818182,2.076337495,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4772727,2.075182507,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4727273,2.073349971,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4715408,2.072727273,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4681818,2.07113516,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4636364,2.068430759,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4632548,2.068181818,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4590909,2.065667072,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4560509,2.063636364,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4545455,2.062689787,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.45,2.059764845,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4488989,2.059090909,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4454545,2.057059774,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.441061,2.054545455,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4409091,2.054460323,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4363636,2.052296983,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4318182,2.05017829,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4314131,2.05,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4272727,2.048229942,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4227273,2.046013067,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.421706,2.045454545,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4181818,2.04359111,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4138263,2.040909091,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4136364,2.040796092,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4090909,2.038040507,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4062839,2.036363636,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4045455,2.035360257,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4,2.033019496,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3973493,2.031818182,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3954545,2.030959651,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3909091,2.028986832,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3875016,2.027272727,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3863636,2.026645144,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3818182,2.023329054,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3812007,2.022727273,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3774937,2.018181818,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3772727,2.017810321,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3752327,2.013636364,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3738422,2.009090909,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3731529,2.004545455,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3730591,2,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3734833,1.995454545,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3743665,1.990909091,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3756627,1.986363636,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3772727,1.981985642,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3773337,1.981818182,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3792176,1.977272727,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3813699,1.972727273,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3818182,1.971845838,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3836329,1.968181818,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3862036,1.963636364,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3863636,1.963374562,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3889973,1.959090909,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3909091,1.956493926,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3924211,1.954545455,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3954545,1.951290088,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.3968251,1.95,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4,1.947429372,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4030883,1.945454545,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4045455,1.944605047,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4090909,1.942516628,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4136364,1.941077322,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4143501,1.940909091,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4181818,1.939963196,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4227273,1.939107736,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4272727,1.938323979,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4318182,1.937404192,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4356804,1.936363636,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4363636,1.936158227,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4409091,1.934319307,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4454545,1.932209866,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4461996,1.931818182,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.45,1.92965395,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4543266,1.927272727,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4545455,1.927139887,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4590909,1.924396262,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4621955,1.922727273,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4636364,1.921842489,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4681818,1.919301767,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4704548,1.918181818,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4727273,1.916851478,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4772727,1.914469473,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4790106,1.913636364,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4818182,1.911949614,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4863581,1.909090909,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4863636,1.909086244,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4906911,1.904545455,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4909091,1.904184826,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4927429,1.9,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4937846,1.895454545,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4943058,1.890909091,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4945607,1.886363636,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4947082,1.881818182,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.494857,1.877272727,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4950887,1.872727273,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4954545,1.86837398,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4954681,1.868181818,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.495964,1.863636364,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4966932,1.859090909,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4977173,1.854545455,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.4991112,1.85,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5,1.847709431,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5008557,1.845454545,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5030029,1.840909091,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5045455,1.838243916,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5057015,1.836363636,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5090243,1.831818182,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5090909,1.831735162,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5132151,1.827272727,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5136364,1.826854723,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5181818,1.823208099,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5190138,1.822727273,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5227273,1.820583395,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5272727,1.819003678,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5318182,1.818363484,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5363636,1.818583394,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5409091,1.819627474,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5454545,1.821482011,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5476745,1.822727273,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.55,1.824023976,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5545455,1.827179225,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5546667,1.827272727,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5590909,1.830818716,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.560224,1.831818182,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5636364,1.835073156,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5648936,1.836363636,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5681818,1.840209677,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5687433,1.840909091,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5718217,1.845454545,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5727273,1.847169129,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5741725,1.85,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.575841,1.854545455,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5768803,1.859090909,1,-2,1,NA,0.5,1,0.7
#56B1F7,10.62849236,-157.5772727,1.862875682,1,-2,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5545455,1.852791603,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5555197,1.854545455,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5572187,1.859090909,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5580814,1.863636364,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5581973,1.868181818,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.557674,1.872727273,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5566318,1.877272727,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5551922,1.881818182,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5545455,1.883509827,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5535282,1.886363636,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5517163,1.890909091,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.55,1.894894687,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5497544,1.895454545,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5476085,1.9,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5454545,1.904141886,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5452021,1.904545455,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5420705,1.909090909,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5409091,1.910597813,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5373102,1.913636364,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5363636,1.914372231,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5318182,1.91601522,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5272727,1.915932029,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5227273,1.914232944,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5218757,1.913636364,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5181818,1.910678455,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5168822,1.909090909,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5138681,1.904545455,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5136364,1.904137833,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5117809,1.9,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.51021,1.895454545,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5090909,1.891264101,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5090058,1.890909091,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5081326,1.886363636,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5075595,1.881818182,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5072843,1.877272727,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5073211,1.872727273,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.507697,1.868181818,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5084508,1.863636364,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5090909,1.861125139,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.509652,1.859090909,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5113779,1.854545455,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5136364,1.850085949,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5136891,1.85,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5170169,1.845454545,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5181818,1.844097881,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5219324,1.840909091,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5227273,1.840292244,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5272727,1.838089309,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5318182,1.837238087,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5363636,1.837651089,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5409091,1.839280442,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5436326,1.840909091,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5454545,1.842141522,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5491578,1.845454545,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.55,1.846371827,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.552888,1.85,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5545455,1.852791603,2,-3,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5090909,1.967619588,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5091922,1.968181818,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5099569,1.972727273,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5105924,1.977272727,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5111095,1.981818182,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5115167,1.986363636,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.511821,1.990909091,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5120286,1.995454545,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5121446,2,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5121722,2.004545455,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5121122,2.009090909,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5119611,2.013636364,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5117091,2.018181818,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.511338,2.022727273,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5108178,2.027272727,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5101039,2.031818182,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5091332,2.036363636,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5090909,2.036525238,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5079309,2.040909091,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5062617,2.045454545,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5045455,2.048959442,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5039465,2.05,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5006435,2.054545455,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.5,2.055281215,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4954545,2.058959265,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4951846,2.059090909,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4909091,2.061051999,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4863636,2.061915068,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4818182,2.061828064,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4772727,2.060956437,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4727273,2.059376405,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4721314,2.059090909,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4681818,2.057380007,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4636364,2.054829236,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4631944,2.054545455,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4590909,2.05204666,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4561536,2.05,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4545455,2.048901293,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.45,2.045541975,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.449879,2.045454545,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4454545,2.042200794,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4436539,2.040909091,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4409091,2.038877171,3,-4,1,NA,0.5,1,0.7
#89A6DC,21.25698473,-157.4372939,2.036363636,3,-4,1,NA,0.5,1,0.7
